"","station","valid","tmpf","dwpf","relh","drct","sknt","p01i","alti","mslp","vsby","gust","skyc1","Date","Time","Hour","tmpc","dwpc","sms","p01mm","altmb","gustms"
"7799","0CO",2024-07-27 01:55:00,39.2,37.4,93.19,260,15,0,30.62,NA,NA,24,"",2024-07-27,"01:55","2024/07/27 01",5.33333333333333,2.33333333333333,9.259992,0,858.175861800499,NA
"7800","0CO",2024-07-27 02:55:00,39.2,33.8,80.79,250,11,0,30.59,NA,NA,26,"SCT",2024-07-27,"02:55","2024/07/27 02",4.33333333333333,1,8.745548,0,857.802051123466,20.57776
"7801","0CO",2024-07-27 03:55:00,42.8,32,65.38,300,11,0,30.57,NA,NA,18,"CLR",2024-07-27,"03:55","2024/07/27 03",6.33333333333333,0,4.80147733333333,0,857.147882438656,NA
"7802","0CO",2024-07-27 04:55:00,42.8,32,65.38,290,17,0,30.55,NA,NA,NA,"CLR",2024-07-27,"04:55","2024/07/27 04",6,0,6.85925333333333,0,856.774071761622,NA
"7803","0CO",2024-07-27 05:55:00,44.6,30.2,56.74,280,15,0,30.56,NA,NA,NA,"CLR",2024-07-27,"05:55","2024/07/27 05",7,-0.666666666666667,8.40258533333333,0,856.680619092364,NA
"7804","0CO",2024-07-27 06:55:00,46.4,30.2,53,280,16,0,30.56,NA,NA,NA,"CLR",2024-07-27,"06:55","2024/07/27 06",7.66666666666667,-1,7.71666,0,856.774071761622,NA
"7805","0CO",2024-07-27 07:55:00,46.4,30.2,53,300,10,0,30.58,NA,NA,15,"CLR",2024-07-27,"07:55","2024/07/27 07",7.33333333333333,-0.666666666666667,7.37369733333333,0,857.054429769398,NA
"7806","0CO",2024-07-27 08:55:00,50,32,49.81,300,9,0,30.58,NA,NA,16,"CLR",2024-07-27,"08:55","2024/07/27 08",9.66666666666667,-0.333333333333333,6.173328,0,857.334787777173,NA
"7807","0CO",2024-07-27 09:55:00,53.6,32,43.61,290,12,0,30.59,NA,NA,20,"CLR",2024-07-27,"09:55","2024/07/27 09",11.3333333333333,0,7.71666,0,857.615145784949,13.375544
"7808","0CO",2024-07-27 10:55:00,51.8,37.4,57.77,320,7,0,30.6,NA,NA,NA,"SCT",2024-07-27,"10:55","2024/07/27 10",11,1.33333333333333,5.83036533333333,0,857.895503792724,NA
"7809","0CO",2024-07-27 11:55:00,50,37.4,61.76,10,6,0,30.6,NA,NA,NA,"SCT",2024-07-27,"11:55","2024/07/27 11",11,3.33333333333333,3.42962666666667,0,857.895503792724,NA
"7810","0CO",2024-07-27 12:55:00,51.8,39.2,61.99,350,7,0,30.58,NA,NA,24,"SCT",2024-07-27,"12:55","2024/07/27 12",11.3333333333333,3.66666666666667,3.601108,0,857.428240446432,12.346656
"7811","0CO",2024-07-27 13:55:00,53.6,33.8,46.88,290,22,0,30.55,NA,NA,NA,"SCT",2024-07-27,"13:55","2024/07/27 13",11,3,7.54517866666667,0,857.054429769398,NA
"7812","0CO",2024-07-27 14:55:00,55.4,32,40.84,290,15,0,30.55,NA,NA,30,"CLR",2024-07-27,"14:55","2024/07/27 14",12,0.333333333333333,7.54517866666667,0,856.587166423105,15.43332
"7813","0CO",2024-07-27 15:55:00,55.4,32,40.84,270,16,0,30.54,NA,NA,NA,"SCT",2024-07-27,"15:55","2024/07/27 15",13.3333333333333,0,NA,0,856.400261084588,NA
"7814","0CO",2024-07-27 16:55:00,59,32,35.87,NA,NA,0,30.51,NA,NA,NA,"BKN",2024-07-27,"16:55","2024/07/27 16",13.6666666666667,0,NA,0,855.652639730521,NA
"7815","0CO",2024-07-27 17:55:00,53.6,32,43.61,230,4,0,30.52,NA,NA,17,"SCT",2024-07-27,"17:55","2024/07/27 17",13,-0.333333333333333,3.42962666666667,0,855.465734392004,13.375544
"7816","0CO",2024-07-27 18:55:00,53.6,32,43.61,220,3,0,30.52,NA,NA,16,"SCT",2024-07-27,"18:55","2024/07/27 18",11.6666666666667,1.33333333333333,2.40073866666667,0,855.559187061262,NA
"7817","0CO",2024-07-27 19:55:00,50,32,49.81,300,16,0,30.51,NA,NA,23,"CLR",2024-07-27,"19:55","2024/07/27 19",10.3333333333333,0,6.85925333333333,0,855.559187061262,11.832212
"7818","0CO",2024-07-27 20:55:00,41,33.8,75.33,300,6,0,30.52,NA,NA,19,"CLR",2024-07-27,"20:55","2024/07/27 20",6.33333333333333,0.666666666666666,6.00184666666667,0,855.559187061262,16.976652
"7819","0CO",2024-07-27 21:55:00,42.8,33.8,70.28,160,7,0,30.55,NA,NA,NA,"CLR",2024-07-27,"21:55","2024/07/27 21",5.33333333333333,0.999999999999998,3.42962666666667,0,856.213355746072,NA
"7820","0CO",2024-07-27 22:55:00,46.4,33.8,61.28,160,20,0,30.53,NA,NA,25,"SCT",2024-07-27,"22:55","2024/07/27 22",7.33333333333333,0.666666666666666,NA,0,855.932997738296,NA
"7821","0CO",2024-07-27 23:55:00,44.6,33.8,65.61,170,9,0,30.52,NA,NA,NA,"SCT",2024-07-27,"23:55","2024/07/27 23",7.66666666666667,0.666666666666666,4.629996,0,855.652639730521,NA
"7822","0CO",2024-07-28 00:55:00,44.6,33.8,65.61,250,13,0.01,30.51,NA,NA,30,"SCT",2024-07-28,"00:55","2024/07/28 00",7,0.666666666666666,7.71666,1.524,855.559187061262,16.976652
"7823","0CO",2024-07-28 01:55:00,46.4,32,57,270,11,0,30.49,NA,NA,24,"SCT",2024-07-28,"01:55","2024/07/28 01",7.33333333333333,0,6.34480933333333,0,854.998471045711,12.346656
"7824","0CO",2024-07-28 02:55:00,46.4,32,57,280,15,0,30.49,NA,NA,25,"SCT",2024-07-28,"02:55","2024/07/28 02",8,0,7.202216,0,854.811565707194,12.8611
"7825","0CO",2024-07-28 03:55:00,44.6,30.2,56.74,290,16,0,30.48,NA,NA,26,"CLR",2024-07-28,"03:55","2024/07/28 03",7,-0.666666666666667,8.57406666666667,0,854.718113037936,14.404432
"7826","0CO",2024-07-28 04:55:00,44.6,23,42.14,280,28,0.01,30.48,NA,NA,48,"CLR",2024-07-28,"04:55","2024/07/28 04",7,-4,13.2040626666667,0.762,854.531207699419,24.693312
"7827","0CO",2024-07-28 05:55:00,42.8,19.4,38.75,270,22,0,30.5,NA,NA,28,"CLR",2024-07-28,"05:55","2024/07/28 05",6.66666666666667,-5.66666666666667,13.0325813333333,0,854.905018376453,20.063316
"7828","0CO",2024-07-28 06:55:00,44.6,21.2,39.06,280,23,0,30.52,NA,NA,34,"CLR",2024-07-28,"06:55","2024/07/28 06",7,-6.33333333333333,12.0036933333333,0,855.465734392004,17.491096
"7829","0CO",2024-07-28 07:55:00,44.6,21.2,39.06,280,25,0,30.53,NA,NA,34,"CLR",2024-07-28,"07:55","2024/07/28 07",7,-6,10.9748053333333,0,855.839545069038,17.491096
"7830","0CO",2024-07-28 08:55:00,46.4,21.2,36.48,280,25,0,30.53,NA,NA,38,"CLR",2024-07-28,"08:55","2024/07/28 08",7.66666666666667,-5.33333333333333,11.832212,0,856.026450407555,19.548872
"7831","0CO",2024-07-28 09:55:00,48.2,17.6,29.23,280,35,0,30.53,NA,NA,44,"CLR",2024-07-28,"09:55","2024/07/28 09",8.33333333333333,-7.33333333333333,15.43332,0,855.932997738296,22.635536
"7832","0CO",2024-07-28 10:55:00,50,19.4,29.52,280,21,0,30.55,NA,NA,44,"CLR",2024-07-28,"10:55","2024/07/28 10",9.66666666666667,-7.66666666666667,13.2040626666667,0,856.493713753847,22.635536
"7833","0CO",2024-07-28 11:55:00,51.8,19.4,27.62,290,19,0,30.57,NA,NA,33,"CLR",2024-07-28,"11:55","2024/07/28 11",10.6666666666667,-7.33333333333333,9.259992,0,856.960977100139,21.092204
"7834","0CO",2024-07-28 12:55:00,53.6,21.2,27.91,300,19,0,30.57,NA,NA,29,"CLR",2024-07-28,"12:55","2024/07/28 12",11.3333333333333,-7,9.43147333333333,0,857.147882438656,19.034428
"7835","0CO",2024-07-28 13:55:00,55.4,19.4,24.21,290,16,0,30.59,NA,NA,32,"CLR",2024-07-28,"13:55","2024/07/28 13",12.3333333333333,-7.66666666666667,10.6318426666667,0,857.428240446432,16.976652
"7836","0CO",2024-07-28 14:55:00,55.4,17.6,22.41,310,26,0,30.56,NA,NA,31,"CLR",2024-07-28,"14:55","2024/07/28 14",12.3333333333333,-8,12.1751746666667,0,857.147882438656,21.092204
"7837","0CO",2024-07-28 15:55:00,55.4,17.6,22.41,NA,NA,0,30.58,NA,NA,NA,"CLR",2024-07-28,"15:55","2024/07/28 15",12.6666666666667,-9.66666666666667,NA,0,857.334787777173,NA
"7838","0CO",2024-07-28 16:55:00,55.4,19.4,24.21,270,16,0,30.6,NA,NA,32,"CLR",2024-07-28,"16:55","2024/07/28 16",13,-7.33333333333333,9.259992,0,857.802051123466,NA
"7839","0CO",2024-07-28 17:55:00,55.4,19.4,24.21,NA,NA,0,30.59,NA,NA,NA,"CLR",2024-07-28,"17:55","2024/07/28 17",13,-7,NA,0,857.802051123466,NA
"7840","0CO",2024-07-28 18:55:00,53.6,19.4,25.85,290,18,0,30.61,NA,NA,22,"CLR",2024-07-28,"18:55","2024/07/28 18",12.6666666666667,-7,NA,0,857.988956461983,NA
"7841","0CO",2024-07-28 19:55:00,51.8,19.4,27.62,310,9,0,30.63,NA,NA,15,"CLR",2024-07-28,"19:55","2024/07/28 19",11.3333333333333,-7.33333333333333,6.85925333333333,0,858.549672477533,10.28888
"7842","0CO",2024-07-28 20:55:00,50,17.6,27.33,270,5,0,30.65,NA,NA,NA,"CLR",2024-07-28,"20:55","2024/07/28 20",10,-8,4.45851466666667,0,858.923483154567,NA
"7843","0CO",2024-07-28 21:55:00,50,17.6,27.33,270,4,0,30.66,NA,NA,NA,"CLR",2024-07-28,"21:55","2024/07/28 21",10,-8.33333333333333,1.37185066666667,0,859.484199170118,NA
"7844","0CO",2024-07-28 22:55:00,50,17.6,27.33,160,9,0,30.66,NA,NA,NA,"CLR",2024-07-28,"22:55","2024/07/28 22",10,-8,5.31592133333333,0,859.577651839376,NA
"7845","0CO",2024-07-28 23:55:00,46.4,24.8,42.44,150,9,0,30.66,NA,NA,NA,"SCT",2024-07-28,"23:55","2024/07/28 23",7.66666666666667,-5.33333333333333,3.42962666666667,0,859.484199170118,NA
"7846","0CO",2024-07-29 00:55:00,46.4,23,39.36,160,7,0,30.65,NA,NA,NA,"BKN",2024-07-29,"00:55","2024/07/29 00",7.33333333333333,-3,3.086664,0,859.484199170118,NA
"7847","0CO",2024-07-29 01:55:00,46.4,19.4,33.79,240,7,0,30.64,NA,NA,15,"SCT",2024-07-29,"01:55","2024/07/29 01",8.66666666666667,-7,5.31592133333333,0,859.203841162342,NA
"7848","0CO",2024-07-29 02:55:00,46.4,17.6,31.28,280,18,0,30.63,NA,NA,25,"CLR",2024-07-29,"02:55","2024/07/29 02",8,-7.33333333333333,6.85925333333333,0,858.923483154567,NA
"7849","0CO",2024-07-29 03:55:00,46.4,14,26.75,270,21,0,30.61,NA,NA,33,"CLR",2024-07-29,"03:55","2024/07/29 03",8,-9.66666666666667,8.40258533333333,0,858.549672477533,NA
"7850","0CO",2024-07-29 04:55:00,46.4,14,26.75,280,26,0,30.61,NA,NA,32,"CLR",2024-07-29,"04:55","2024/07/29 04",8,-10.3333333333333,NA,0,858.269314469758,NA
"7851","0CO",2024-07-29 05:55:00,44.6,12.2,26.45,280,22,0,30.63,NA,NA,30,"CLR",2024-07-29,"05:55","2024/07/29 05",7,-11,11.4892493333333,0,858.73657781605,NA
"7852","0CO",2024-07-29 06:55:00,44.6,12.2,26.45,290,16,0,30.64,NA,NA,27,"CLR",2024-07-29,"06:55","2024/07/29 06",7.33333333333333,-11,8.231104,0,859.016935823826,13.889988
"7853","0CO",2024-07-29 07:55:00,46.4,10.4,22.81,290,18,0,30.66,NA,NA,24,"CLR",2024-07-29,"07:55","2024/07/29 07",8,-12,9.08851066666667,0,859.297293831601,14.918876
"7854","0CO",2024-07-29 08:55:00,50,12.2,21.59,290,17,0,30.69,NA,NA,27,"CLR",2024-07-29,"08:55","2024/07/29 08",9,-11.6666666666667,7.88814133333333,0,860.138367854927,13.889988
"7855","0CO",2024-07-29 09:55:00,50,10.4,19.93,290,23,0,30.69,NA,NA,33,"CLR",2024-07-29,"09:55","2024/07/29 09",10,-12,11.1462866666667,0,860.418725862702,NA
"7856","0CO",2024-07-29 10:55:00,51.8,10.4,18.64,NA,NA,0,30.69,NA,NA,NA,"CLR",2024-07-29,"10:55","2024/07/29 10",11,-11.3333333333333,NA,0,860.418725862702,NA
"7857","0CO",2024-07-29 11:55:00,55.4,15.8,20.73,NA,NA,0,30.69,NA,NA,NA,"CLR",2024-07-29,"11:55","2024/07/29 11",12,-10,NA,0,860.418725862702,NA
"7858","0CO",2024-07-29 12:55:00,55.4,17.6,22.41,290,20,0,30.68,NA,NA,25,"CLR",2024-07-29,"12:55","2024/07/29 12",13,-9.66666666666667,NA,0,860.231820524186,NA
"7859","0CO",2024-07-29 13:55:00,57.2,17.6,20.99,240,13,0,30.69,NA,NA,28,"CLR",2024-07-29,"13:55","2024/07/29 13",14.3333333333333,-8,6.51629066666667,0,860.418725862702,14.918876
"7860","0CO",2024-07-29 14:55:00,59,17.6,19.68,280,23,0,30.67,NA,NA,32,"CLR",2024-07-29,"14:55","2024/07/29 14",14.6666666666667,-8.33333333333333,NA,0,859.95146251641,NA
"7861","0CO",2024-07-29 15:55:00,60.8,19.4,19.94,NA,NA,0,30.67,NA,NA,NA,"SCT",2024-07-29,"15:55","2024/07/29 15",15.3333333333333,-7.33333333333333,NA,0,859.858009847152,NA
"7862","0CO",2024-07-29 16:55:00,60.8,23,23.23,290,10,0,30.67,NA,NA,NA,"BKN",2024-07-29,"16:55","2024/07/29 16",15.3333333333333,-6.33333333333333,7.71666,0,859.764557177893,NA
"7863","0CO",2024-07-29 17:55:00,55.4,21.2,26.13,290,12,0,30.66,NA,NA,19,"SCT",2024-07-29,"17:55","2024/07/29 17",13.6666666666667,-6.33333333333333,4.629996,0,859.764557177893,11.317768
"7864","0CO",2024-07-29 18:55:00,57.2,21.2,24.49,280,18,0,30.66,NA,NA,22,"CLR",2024-07-29,"18:55","2024/07/29 18",13.3333333333333,-6.33333333333333,7.71666,0,859.577651839376,11.317768
"7865","0CO",2024-07-29 19:55:00,53.6,21.2,27.91,300,15,0,30.66,NA,NA,21,"SCT",2024-07-29,"19:55","2024/07/29 19",12.6666666666667,-6,7.71666,0,859.484199170118,10.803324
"7866","0CO",2024-07-29 20:55:00,50,19.4,29.52,290,14,0,30.66,NA,NA,21,"CLR",2024-07-29,"20:55","2024/07/29 20",10.6666666666667,-6.66666666666667,8.745548,0,859.577651839376,11.832212
"7867","0CO",2024-07-29 21:55:00,50,19.4,29.52,280,17,0,30.66,NA,NA,21,"CLR",2024-07-29,"21:55","2024/07/29 21",10,-7,8.40258533333333,0,859.577651839376,11.317768
"7868","0CO",2024-07-29 22:55:00,50,19.4,29.52,280,20,0,30.66,NA,NA,NA,"CLR",2024-07-29,"22:55","2024/07/29 22",9.66666666666667,-7,9.774436,0,859.577651839376,NA
"7869","0CO",2024-07-29 23:55:00,48.2,17.6,29.23,280,19,0,30.66,NA,NA,22,"CLR",2024-07-29,"23:55","2024/07/29 23",9,-7.33333333333333,10.1173986666667,0,859.577651839376,NA
"7870","0CO",2024-07-30 00:55:00,48.2,17.6,29.23,NA,NA,0,30.64,NA,NA,NA,"CLR",2024-07-30,"00:55","2024/07/30 00",9,-8,NA,0,859.203841162342,NA
"7871","0CO",2024-07-30 01:55:00,46.4,12.2,24.71,280,19,0,30.63,NA,NA,25,"CLR",2024-07-30,"01:55","2024/07/30 01",8.33333333333333,-9.66666666666667,9.94591733333333,0,858.923483154567,NA
"7872","0CO",2024-07-30 02:55:00,46.4,8.6,21.04,280,22,0,30.62,NA,NA,34,"CLR",2024-07-30,"02:55","2024/07/30 02",8,-12.3333333333333,10.6318426666667,0,858.643125146792,17.491096
"7873","0CO",2024-07-30 03:55:00,46.4,8.6,21.04,280,25,0,30.61,NA,NA,32,"CLR",2024-07-30,"03:55","2024/07/30 03",8,-13,13.2040626666667,0,858.362767139016,17.491096
"7874","0CO",2024-07-30 04:55:00,44.6,10.4,24.42,290,19,0,30.61,NA,NA,28,"CLR",2024-07-30,"04:55","2024/07/30 04",7.66666666666667,-12.3333333333333,9.60295466666667,0,858.362767139016,16.976652
"7875","0CO",2024-07-30 05:55:00,44.6,10.4,24.42,NA,NA,0,30.62,NA,NA,NA,"CLR",2024-07-30,"05:55","2024/07/30 05",7,-12,NA,0,858.549672477533,NA
"7876","0CO",2024-07-30 06:55:00,46.4,10.4,22.81,300,27,0,30.63,NA,NA,36,"CLR",2024-07-30,"06:55","2024/07/30 06",7.33333333333333,-12,13.889988,0,858.362767139016,18.519984
"7877","0CO",2024-07-30 07:55:00,46.4,12.2,24.71,300,23,0,30.64,NA,NA,33,"CLR",2024-07-30,"07:55","2024/07/30 07",8,-11.6666666666667,12.5181373333333,0,858.830030485309,17.491096
"7878","0CO",2024-07-30 08:55:00,50,14,23.37,NA,NA,0,30.64,NA,NA,NA,"CLR",2024-07-30,"08:55","2024/07/30 08",9.66666666666667,-10.6666666666667,NA,0,859.110388493084,NA
"7879","0CO",2024-07-30 09:55:00,51.8,14,21.86,300,24,0,30.65,NA,NA,29,"CLR",2024-07-30,"09:55","2024/07/30 09",10.6666666666667,-10.3333333333333,11.6607306666667,0,859.390746500859,20.063316
"7880","0CO",2024-07-30 10:55:00,53.6,14,20.46,290,12,0,30.67,NA,NA,30,"CLR",2024-07-30,"10:55","2024/07/30 10",11.3333333333333,-10.3333333333333,8.57406666666667,0,859.671104508635,18.00554
"7881","0CO",2024-07-30 11:55:00,53.6,15.8,22.13,NA,NA,0,30.67,NA,NA,NA,"CLR",2024-07-30,"11:55","2024/07/30 11",12.3333333333333,-9.33333333333333,NA,0,859.764557177893,NA
"7882","0CO",2024-07-30 12:55:00,55.4,14,19.16,290,17,0,30.67,NA,NA,NA,"CLR",2024-07-30,"12:55","2024/07/30 12",13,-9.66666666666667,9.774436,0,859.764557177893,NA
"7883","0CO",2024-07-30 13:55:00,57.2,19.4,22.68,300,14,0,30.66,NA,NA,29,"CLR",2024-07-30,"13:55","2024/07/30 13",13.3333333333333,-7.66666666666667,NA,0,859.671104508635,NA
"7884","0CO",2024-07-30 14:55:00,59,19.4,21.26,260,15,0,30.66,NA,NA,32,"SCT",2024-07-30,"14:55","2024/07/30 14",15,-6.33333333333333,7.202216,0,859.577651839376,16.462208
"7885","0CO",2024-07-30 15:55:00,59,21.2,22.95,260,15,0,30.65,NA,NA,21,"CLR",2024-07-30,"15:55","2024/07/30 15",14.6666666666667,-7,7.54517866666667,0,859.390746500859,15.947764
"7886","0CO",2024-07-30 16:55:00,60.8,23,23.23,270,13,0,30.65,NA,NA,24,"BKN",2024-07-30,"16:55","2024/07/30 16",15.3333333333333,-5.66666666666667,5.83036533333333,0,859.297293831601,12.8611
"7887","0CO",2024-07-30 17:55:00,57.2,21.2,24.49,280,12,0,30.64,NA,NA,20,"BKN",2024-07-30,"17:55","2024/07/30 17",14.3333333333333,-5.66666666666667,7.71666,0,859.016935823826,11.832212
"7888","0CO",2024-07-30 18:55:00,59,23,24.76,280,18,0,30.64,NA,NA,25,"SCT",2024-07-30,"18:55","2024/07/30 18",15,-5,6.34480933333333,0,859.016935823826,12.8611
"7889","0CO",2024-07-30 19:55:00,55.4,21.2,26.13,270,15,0,30.65,NA,NA,18,"CLR",2024-07-30,"19:55","2024/07/30 19",13.3333333333333,-6,7.71666,0,859.110388493084,NA
"7890","0CO",2024-07-30 20:55:00,51.8,21.2,29.82,280,17,0,30.66,NA,NA,NA,"CLR",2024-07-30,"20:55","2024/07/30 20",11.3333333333333,-6,6.34480933333333,0,859.390746500859,NA
"7891","0CO",2024-07-30 21:55:00,50,23,34.39,300,13,0,30.66,NA,NA,19,"CLR",2024-07-30,"21:55","2024/07/30 21",10.3333333333333,-5,6.51629066666667,0,859.577651839376,NA
"7892","0CO",2024-07-30 22:55:00,50,23,34.39,290,11,0,30.66,NA,NA,20,"CLR",2024-07-30,"22:55","2024/07/30 22",9.66666666666667,-5,6.51629066666667,0,859.671104508635,10.28888
"7893","0CO",2024-07-30 23:55:00,48.2,15.8,27.04,290,16,0,30.65,NA,NA,23,"CLR",2024-07-30,"23:55","2024/07/30 23",9,-7.33333333333333,8.40258533333333,0,859.390746500859,NA
"7894","0CO",2024-07-31 00:55:00,48.2,12.2,23.09,290,15,0,30.65,NA,NA,NA,"CLR",2024-07-31,"00:55","2024/07/31 00",9,-10.6666666666667,7.54517866666667,0,859.297293831601,NA
"7895","0CO",2024-07-31 01:55:00,48.2,10.4,21.31,280,20,0,30.64,NA,NA,NA,"CLR",2024-07-31,"01:55","2024/07/31 01",9,-11.3333333333333,8.91702933333333,0,859.110388493084,NA
"7896","0CO",2024-07-31 02:55:00,44.6,12.2,26.45,310,14,0,30.63,NA,NA,19,"CLR",2024-07-31,"02:55","2024/07/31 02",8,-11.3333333333333,NA,0,858.923483154567,NA
"7897","0CO",2024-07-31 03:55:00,42.8,12.2,28.34,300,13,0,30.63,NA,NA,20,"CLR",2024-07-31,"03:55","2024/07/31 03",6.33333333333333,-10.6666666666667,7.37369733333333,0,858.73657781605,11.832212
"7898","0CO",2024-07-31 04:55:00,42.8,10.4,26.16,290,14,0,30.64,NA,NA,NA,"CLR",2024-07-31,"04:55","2024/07/31 04",6,-11.3333333333333,5.83036533333333,0,859.016935823826,NA
"7899","0CO",2024-07-31 05:55:00,44.6,10.4,24.42,290,18,0,30.66,NA,NA,NA,"CLR",2024-07-31,"05:55","2024/07/31 05",6.66666666666667,-12,8.745548,0,859.390746500859,NA
"7900","0CO",2024-07-31 06:55:00,44.6,10.4,24.42,290,18,0,30.66,NA,NA,NA,"CLR",2024-07-31,"06:55","2024/07/31 06",7,-12.6666666666667,9.259992,0,859.577651839376,NA
"7901","0CO",2024-07-31 07:55:00,46.4,10.4,22.81,290,17,0,30.68,NA,NA,22,"CLR",2024-07-31,"07:55","2024/07/31 07",7.66666666666667,-12,8.40258533333333,0,860.044915185669,11.317768
"7902","0CO",2024-07-31 08:55:00,50,10.4,19.93,300,9,0,30.7,NA,NA,26,"CLR",2024-07-31,"08:55","2024/07/31 08",9,-11.6666666666667,7.202216,0,860.325273193444,13.375544
"7903","0CO",2024-07-31 09:55:00,51.8,15.8,23.65,300,12,0,30.71,NA,NA,21,"CLR",2024-07-31,"09:55","2024/07/31 09",10.6666666666667,-9.66666666666667,6.34480933333333,0,860.885989208995,11.317768
"7904","0CO",2024-07-31 10:55:00,53.6,14,20.46,300,13,0,30.72,NA,NA,21,"CLR",2024-07-31,"10:55","2024/07/31 10",11.6666666666667,-9,6.51629066666667,0,861.16634721677,12.346656
"7905","0CO",2024-07-31 11:55:00,53.6,14,20.46,290,13,0,30.73,NA,NA,31,"CLR",2024-07-31,"11:55","2024/07/31 11",12,-10,NA,0,861.353252555287,NA
"7906","0CO",2024-07-31 13:55:00,57.2,15.8,19.42,290,16,0,30.74,NA,NA,33,"CLR",2024-07-31,"13:55","2024/07/31 13",13.3333333333333,-9.33333333333333,8.745548,0,861.727063232321,16.976652
"7907","0CO",2024-07-31 14:55:00,60.8,17.6,18.46,300,15,0,30.74,NA,NA,26,"CLR",2024-07-31,"14:55","2024/07/31 14",14.6666666666667,-8.66666666666667,7.37369733333333,0,861.820515901579,15.947764
"7908","0CO",2024-07-31 15:55:00,59,14,16.83,300,8,0,30.75,NA,NA,NA,"CLR",2024-07-31,"15:55","2024/07/31 15",15,-9,5.83036533333333,0,861.820515901579,NA
"7909","0CO",2024-07-31 16:55:00,60.8,17.6,18.46,320,13,0,30.75,NA,NA,19,"CLR",2024-07-31,"16:55","2024/07/31 16",16,-8,NA,0,862.007421240096,NA
"7910","0CO",2024-07-31 17:55:00,59,15.8,18.2,310,14,0,30.75,NA,NA,19,"CLR",2024-07-31,"17:55","2024/07/31 17",15.3333333333333,-8.66666666666667,7.88814133333333,0,862.100873909355,11.317768
"7911","0CO",2024-07-31 18:55:00,57.2,17.6,20.99,280,17,0,30.77,NA,NA,21,"CLR",2024-07-31,"18:55","2024/07/31 18",14.6666666666667,-8,7.37369733333333,0,862.38123191713,10.803324
"7912","0CO",2024-07-31 19:55:00,53.6,23,30.11,20,3,0,30.78,NA,NA,NA,"CLR",2024-07-31,"19:55","2024/07/31 19",12.6666666666667,-5,2.91518266666667,0,862.755042594164,NA
"7913","0CO",2024-07-31 20:55:00,51.8,23,32.17,40,5,0,30.79,NA,NA,NA,"CLR",2024-07-31,"20:55","2024/07/31 20",11,-5,2.057776,0,863.222305940457,NA
"7914","0CO",2024-07-31 21:55:00,50,21.2,31.87,300,7,0,30.81,NA,NA,NA,"CLR",2024-07-31,"21:55","2024/07/31 21",10.6666666666667,-6,2.057776,0,863.783021956007,NA
"7915","0CO",2024-07-31 22:55:00,50,21.2,31.87,310,5,0,30.82,NA,NA,NA,"CLR",2024-07-31,"22:55","2024/07/31 22",10,-6,3.25814533333333,0,864.063379963783,NA
"7916","0CO",2024-07-31 23:55:00,50,19.4,29.52,70,5,0,30.82,NA,NA,NA,"CLR",2024-07-31,"23:55","2024/07/31 23",10,-7,2.57222,0,864.063379963783,NA
"7917","0CO",2024-08-01 00:55:00,50,21.2,31.87,290,6,0,30.82,NA,NA,NA,"CLR",2024-08-01,"00:55","2024/08/01 00",10,-6.33333333333333,2.40073866666667,0,864.063379963783,NA
"7918","0CO",2024-08-01 01:55:00,50,19.4,29.52,60,4,0,30.81,NA,NA,NA,"CLR",2024-08-01,"01:55","2024/08/01 01",10,-7,2.40073866666667,0,863.969927294524,NA
"7919","0CO",2024-08-01 02:55:00,50,19.4,29.52,0,0,0,30.82,NA,NA,NA,"CLR",2024-08-01,"02:55","2024/08/01 02",10,-6.66666666666667,1.71481333333333,0,864.063379963783,NA
"7920","0CO",2024-08-01 03:55:00,50,19.4,29.52,0,0,0,30.81,NA,NA,NA,"CLR",2024-08-01,"03:55","2024/08/01 03",10,-7,0,0,863.783021956007,NA
"7921","0CO",2024-08-01 04:55:00,48.2,21.2,34.09,260,7,0,30.81,NA,NA,NA,"CLR",2024-08-01,"04:55","2024/08/01 04",9,-6,2.91518266666667,0,863.783021956007,NA
"7922","0CO",2024-08-01 05:55:00,48.2,21.2,34.09,70,4,0,30.83,NA,NA,NA,"CLR",2024-08-01,"05:55","2024/08/01 05",8.33333333333333,-6,2.91518266666667,0,864.156832633041,NA
"7923","0CO",2024-08-01 06:55:00,50,19.4,29.52,50,4,0,30.85,NA,NA,NA,"CLR",2024-08-01,"06:55","2024/08/01 06",9.66666666666667,-7,1.543332,0,864.81100131785,NA
"7924","0CO",2024-08-01 07:55:00,51.8,17.6,25.56,0,0,0,30.87,NA,NA,NA,"CLR",2024-08-01,"07:55","2024/08/01 07",10.6666666666667,-6.66666666666667,0,0,865.371717333401,NA
"7925","0CO",2024-08-01 08:55:00,53.6,17.6,23.93,270,9,0,30.89,NA,NA,NA,"CLR",2024-08-01,"08:55","2024/08/01 08",11.6666666666667,-8,2.22925733333333,0,865.932433348952,NA
"7926","0CO",2024-08-01 09:55:00,55.4,17.6,22.41,320,3,0,30.9,NA,NA,NA,"CLR",2024-08-01,"09:55","2024/08/01 09",12.3333333333333,-8.33333333333333,1.028888,0,866.212791356727,NA
"7927","0CO",2024-08-01 10:55:00,59,17.6,19.68,360,5,0,30.92,NA,NA,NA,"CLR",2024-08-01,"10:55","2024/08/01 10",14.3333333333333,-7.33333333333333,2.40073866666667,0,866.68005470302,NA
