,station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,Date,Time,Hour,tmpc,dwpc,sms,p01mm,fresh_SWE_m,fresh_density,fresh_depth,old_swe_m,old_density,old_depth,swe f+o,depth f+o,density f+o,altmb,gustms,precip_type,undercatch,adj_precip,undercatch_loss,cum_undercatch_loss
7885,0CO,7/30/2024 15:55,59,21.2,22.95,260,15,0,30.65,NA,NA,21,CLR,7/30/2024,15:55,2024/07/30 15,14.66666667,-7,7.545178667,0,0,14825.63507,0,969.264,300.0248231,3.230612688,969.264,3.230612688,300.0248231,859.3907465,15.947764,,,,,
7886,0CO,7/30/2024 16:55,60.8,23,23.23,270,13,0,30.65,NA,NA,24,BKN,7/30/2024,16:55,2024/07/30 16,15.33333333,-5.666666667,5.830365333,0,0,19157.95095,0,969.264,300.0245761,3.230615347,969.264,3.230615347,300.0245761,859.2972938,12.8611,,,,,
7887,0CO,7/30/2024 17:55,57.2,21.2,24.49,280,12,0,30.64,NA,NA,20,BKN,7/30/2024,17:55,2024/07/30 17,14.33333333,-5.666666667,7.71666,0,0,13043.45775,0,969.264,300.0243315,3.23061798,969.264,3.23061798,300.0243315,859.0169358,11.832212,,,,,
7888,0CO,7/30/2024 18:55,59,23,24.76,280,18,0,30.64,NA,NA,25,SCT,7/30/2024,18:55,2024/07/30 18,15,-5,6.344809333,0,0,16852.5927,0,969.264,300.0240894,3.230620587,969.264,3.230620587,300.0240894,859.0169358,12.8611,,,,,
7889,0CO,7/30/2024 19:55,55.4,21.2,26.13,270,15,0,30.65,NA,NA,18,CLR,7/30/2024,19:55,2024/07/30 19,13.33333333,-6,7.71666,0,0,8887.422716,0,969.264,300.0238497,3.230623168,969.264,3.230623168,300.0238497,859.1103885,NA,,,,,
7890,0CO,7/30/2024 20:55,51.8,21.2,29.82,280,17,0,30.66,NA,NA,NA,CLR,7/30/2024,20:55,2024/07/30 20,11.33333333,-6,6.344809333,0,0,4142.487943,0,969.264,300.0236124,3.230625724,969.264,3.230625724,300.0236124,859.3907465,NA,,,,,
7891,0CO,7/30/2024 21:55,50,23,34.39,300,13,0,30.66,NA,NA,19,CLR,7/30/2024,21:55,2024/07/30 21,10.33333333,-5,6.516290667,0,0,2837.41316,0,969.264,300.0233775,3.230628254,969.264,3.230628254,300.0233775,859.5776518,NA,,,,,
7892,0CO,7/30/2024 22:55,50,23,34.39,290,11,0,30.66,NA,NA,20,CLR,7/30/2024,22:55,2024/07/30 22,9.666666667,-5,6.516290667,0,0,2208.900863,0,969.264,300.0231449,3.230630758,969.264,3.230630758,300.0231449,859.6711045,10.28888,,,,,
7893,0CO,7/30/2024 23:55,48.2,15.8,27.04,290,16,0,30.65,NA,NA,23,CLR,7/30/2024,23:55,2024/07/30 23,9,-7.333333333,8.402585333,0,0,1723.023946,0,969.264,300.0229146,3.230633238,969.264,3.230633238,300.0229146,859.3907465,NA,,,,,
7894,0CO,7/31/2024 0:55,48.2,12.2,23.09,290,15,0,30.65,NA,NA,NA,CLR,7/31/2024,0:55,2024/07/31 00,9,-10.66666667,7.545178667,0,0,1723.023946,0,969.264,300.0226866,3.230635693,969.264,3.230635693,300.0226866,859.2972938,NA,,,,,
7895,0CO,7/31/2024 1:55,48.2,10.4,21.31,280,20,0,30.64,NA,NA,NA,CLR,7/31/2024,1:55,2024/07/31 01,9,-11.33333333,8.917029333,0,0,1723.023946,0,969.264,300.0224608,3.230638124,969.264,3.230638124,300.0224608,859.1103885,NA,,,,,
7896,0CO,7/31/2024 2:55,44.6,12.2,26.45,310,14,0,30.63,NA,NA,19,CLR,7/31/2024,2:55,2024/07/31 02,8,-11.33333333,NA,0,0,1192.897941,0,969.264,300.0222373,3.23064053,969.264,3.23064053,300.0222373,858.9234832,NA,,,,,
7897,0CO,7/31/2024 3:55,42.8,12.2,28.34,300,13,0,30.63,NA,NA,20,CLR,7/31/2024,3:55,2024/07/31 03,6.333333333,-10.66666667,7.373697333,0,0,659.0394212,0,969.264,300.0220161,3.230642913,969.264,3.230642913,300.0220161,858.7365778,11.832212,,,,,
7898,0CO,7/31/2024 4:55,42.8,10.4,26.16,290,14,0,30.64,NA,NA,NA,CLR,7/31/2024,4:55,2024/07/31 04,6,-11.33333333,5.830365333,0,0,587.6544118,0,969.264,300.021797,3.230645272,969.264,3.230645272,300.021797,859.0169358,NA,,,,,
7899,0CO,7/31/2024 5:55,44.6,10.4,24.42,290,18,0,30.66,NA,NA,NA,CLR,7/31/2024,5:55,2024/07/31 05,6.666666667,-12,8.745548,0,0,740.2290913,0,969.264,300.0215801,3.230647607,969.264,3.230647607,300.0215801,859.3907465,NA,,,,,
7900,0CO,7/31/2024 6:55,44.6,10.4,24.42,290,18,0,30.66,NA,NA,NA,CLR,7/31/2024,6:55,2024/07/31 06,7,-12.66666667,9.259992,0,0,832.5700825,0,969.264,300.0213654,3.23064992,969.264,3.23064992,300.0213654,859.5776518,NA,,,,,
7901,0CO,7/31/2024 7:55,46.4,10.4,22.81,290,17,0,30.68,NA,NA,22,CLR,7/31/2024,7:55,2024/07/31 07,7.666666667,-12,8.402585333,0,0,1057.042887,0,969.264,300.0211528,3.230652209,969.264,3.230652209,300.0211528,860.0449152,11.317768,,,,,
7902,0CO,7/31/2024 8:55,50,10.4,19.93,300,9,0,30.7,NA,NA,26,CLR,7/31/2024,8:55,2024/07/31 08,9,-11.66666667,7.202216,0,0,1723.023946,0,969.264,300.0209423,3.230654475,969.264,3.230654475,300.0209423,860.3252732,13.375544,,,,,
7903,0CO,7/31/2024 9:55,51.8,15.8,23.65,300,12,0,30.71,NA,NA,21,CLR,7/31/2024,9:55,2024/07/31 09,10.66666667,-9.666666667,6.344809333,0,0,3217.800317,0,969.264,300.020734,3.230656719,969.264,3.230656719,300.020734,860.8859892,11.317768,,,,,
7904,0CO,7/31/2024 10:55,53.6,14,20.46,300,13,0,30.72,NA,NA,21,CLR,7/31/2024,10:55,2024/07/31 10,11.66666667,-9,6.516290667,0,0,4702.125835,0,969.264,300.0205277,3.23065894,969.264,3.23065894,300.0205277,861.1663472,12.346656,,,,,
7905,0CO,7/31/2024 11:55,53.6,14,20.46,290,13,0,30.73,NA,NA,31,CLR,7/31/2024,11:55,2024/07/31 11,12,-10,NA,0,0,5338.629441,0,969.264,300.0203234,3.23066114,969.264,3.23066114,300.0203234,861.3532526,NA,,,,,
7906,0CO,7/31/2024 13:55,57.2,15.8,19.42,290,16,0,30.74,NA,NA,33,CLR,7/31/2024,13:55,2024/07/31 13,13.33333333,-9.333333333,8.745548,0,0,8887.422716,0,969.264,300.0201212,3.230663317,969.264,3.230663317,300.0201212,861.7270632,16.976652,,,,,
7907,0CO,7/31/2024 14:55,60.8,17.6,18.46,300,15,0,30.74,NA,NA,26,CLR,7/31/2024,14:55,2024/07/31 14,14.66666667,-8.666666667,7.373697333,0,0,14825.63507,0,969.264,300.019921,3.230665473,969.264,3.230665473,300.019921,861.8205159,15.947764,,,,,
7908,0CO,7/31/2024 15:55,59,14,16.83,300,8,0,30.75,NA,NA,NA,CLR,7/31/2024,15:55,2024/07/31 15,15,-9,5.830365333,0,0,16852.5927,0,969.264,300.0197228,3.230667608,969.264,3.230667608,300.0197228,861.8205159,NA,,,,,
7909,0CO,7/31/2024 16:55,60.8,17.6,18.46,320,13,0,30.75,NA,NA,19,CLR,7/31/2024,16:55,2024/07/31 16,16,-8,NA,0,0,24762.07354,0,969.264,300.0195265,3.230669721,969.264,3.230669721,300.0195265,862.0074212,NA,,,,,
7910,0CO,7/31/2024 17:55,59,15.8,18.2,310,14,0,30.75,NA,NA,19,CLR,7/31/2024,17:55,2024/07/31 17,15.33333333,-8.666666667,7.888141333,0,0,19157.95095,0,969.264,300.0193322,3.230671813,969.264,3.230671813,300.0193322,862.1008739,11.317768,,,,,
7911,0CO,7/31/2024 18:55,57.2,17.6,20.99,280,17,0,30.77,NA,NA,21,CLR,7/31/2024,18:55,2024/07/31 18,14.66666667,-8,7.373697333,0,0,14825.63507,0,969.264,300.0191399,3.230673885,969.264,3.230673885,300.0191399,862.3812319,10.803324,,,,,
7912,0CO,7/31/2024 19:55,53.6,23,30.11,20,3,0,30.78,NA,NA,NA,CLR,7/31/2024,19:55,2024/07/31 19,12.66666667,-5,2.915182667,0,0,6885.913563,0,969.264,300.0189494,3.230675935,969.264,3.230675935,300.0189494,862.7550426,NA,,,,,
7913,0CO,7/31/2024 20:55,51.8,23,32.17,40,5,0,30.79,NA,NA,NA,CLR,7/31/2024,20:55,2024/07/31 20,11,-5,2.057776,0,0,3650.433275,0,969.264,300.0187609,3.230677966,969.264,3.230677966,300.0187609,863.2223059,NA,,,,,
7914,0CO,7/31/2024 21:55,50,21.2,31.87,300,7,0,30.81,NA,NA,NA,CLR,7/31/2024,21:55,2024/07/31 21,10.66666667,-6,2.057776,0,0,3217.800317,0,969.264,300.0185742,3.230679976,969.264,3.230679976,300.0185742,863.783022,NA,,,,,
7915,0CO,7/31/2024 22:55,50,21.2,31.87,310,5,0,30.82,NA,NA,NA,CLR,7/31/2024,22:55,2024/07/31 22,10,-6,3.258145333,0,0,2502.962475,0,969.264,300.0183894,3.230681966,969.264,3.230681966,300.0183894,864.06338,NA,,,,,
7916,0CO,7/31/2024 23:55,50,19.4,29.52,70,5,0,30.82,NA,NA,NA,CLR,7/31/2024,23:55,2024/07/31 23,10,-7,2.57222,0,0,2502.962475,0,969.264,300.0182064,3.230683936,969.264,3.230683936,300.0182064,864.06338,NA,,,,,
7917,0CO,8/1/2024 0:55,50,21.2,31.87,290,6,0,30.82,NA,NA,NA,CLR,8/1/2024,0:55,2024/08/01 00,10,-6.333333333,2.400738667,0,0,2502.962475,0,969.264,300.0180252,3.230685887,969.264,3.230685887,300.0180252,864.06338,NA,,,,,
7918,0CO,8/1/2024 1:55,50,19.4,29.52,60,4,0,30.81,NA,NA,NA,CLR,8/1/2024,1:55,2024/08/01 01,10,-7,2.400738667,0,0,2502.962475,0,969.264,300.0178459,3.230687818,969.264,3.230687818,300.0178459,863.9699273,NA,,,,,
7919,0CO,8/1/2024 2:55,50,19.4,29.52,0,0,0,30.82,NA,NA,NA,CLR,8/1/2024,2:55,2024/08/01 02,10,-6.666666667,1.714813333,0,0,2502.962475,0,969.264,300.0176683,3.23068973,969.264,3.23068973,300.0176683,864.06338,NA,,,,,
7920,0CO,8/1/2024 3:55,50,19.4,29.52,0,0,0,30.81,NA,NA,NA,CLR,8/1/2024,3:55,2024/08/01 03,10,-7,0,0,0,2502.962475,0,969.264,300.0174925,3.230691624,969.264,3.230691624,300.0174925,863.783022,NA,,,,,
7921,0CO,8/1/2024 4:55,48.2,21.2,34.09,260,7,0,30.81,NA,NA,NA,CLR,8/1/2024,4:55,2024/08/01 04,9,-6,2.915182667,0,0,1723.023946,0,969.264,300.0173185,3.230693498,969.264,3.230693498,300.0173185,863.783022,NA,,,,,
7922,0CO,8/1/2024 5:55,48.2,21.2,34.09,70,4,0,30.83,NA,NA,NA,CLR,8/1/2024,5:55,2024/08/01 05,8.333333333,-6,2.915182667,0,0,1347.412553,0,969.264,300.0171461,3.230695353,969.264,3.230695353,300.0171461,864.1568326,NA,,,,,
7923,0CO,8/1/2024 6:55,50,19.4,29.52,50,4,0,30.85,NA,NA,NA,CLR,8/1/2024,6:55,2024/08/01 06,9.666666667,-7,1.543332,0,0,2208.900863,0,969.264,300.0169755,3.230697191,969.264,3.230697191,300.0169755,864.8110013,NA,,,,,
7924,0CO,8/1/2024 7:55,51.8,17.6,25.56,0,0,0,30.87,NA,NA,NA,CLR,8/1/2024,7:55,2024/08/01 07,10.66666667,-6.666666667,0,0,0,3217.800317,0,969.264,300.0168066,3.23069901,969.264,3.23069901,300.0168066,865.3717173,NA,,,,,
7925,0CO,8/1/2024 8:55,53.6,17.6,23.93,270,9,0,30.89,NA,NA,NA,CLR,8/1/2024,8:55,2024/08/01 08,11.66666667,-8,2.229257333,0,0,4702.125835,0,969.264,300.0166394,3.23070081,969.264,3.23070081,300.0166394,865.9324333,NA,,,,,
7926,0CO,8/1/2024 9:55,55.4,17.6,22.41,320,3,0,30.9,NA,NA,NA,CLR,8/1/2024,9:55,2024/08/01 09,12.33333333,-8.333333333,1.028888,0,0,6062.556189,0,969.264,300.0164738,3.230702593,969.264,3.230702593,300.0164738,866.2127914,NA,,,,,
7927,0CO,8/1/2024 10:55,59,17.6,19.68,360,5,0,30.92,NA,NA,NA,CLR,8/1/2024,10:55,2024/08/01 10,14.33333333,-7.333333333,2.400738667,0,0,13043.45775,0,969.264,300.0163099,3.230704358,969.264,3.230704358,300.0163099,866.6800547,NA,,,,,
7928,0CO,8/1/2024 11:55,57.2,17.6,20.99,360,9,0,30.93,NA,NA,16,CLR,8/1/2024,11:55,2024/08/01 11,14.66666667,-7.333333333,3.601108,0,0,14825.63507,0,969.264,300.0161476,3.230706106,969.264,3.230706106,300.0161476,867.147318,NA,,,,,
7929,0CO,8/1/2024 12:55,60.8,21.2,21.53,310,15,0,30.91,NA,NA,18,CLR,8/1/2024,12:55,2024/08/01 12,15.66666667,-7,5.14444,0,0,21779.9479,0,969.264,300.015987,3.230707836,969.264,3.230707836,300.015987,866.86696,NA,,,,,
7930,0CO,8/1/2024 13:55,60.8,19.4,19.94,330,8,0,30.91,NA,NA,NA,CLR,8/1/2024,13:55,2024/08/01 13,16.33333333,-6.333333333,3.429626667,0,0,28153.79119,0,969.264,300.0158279,3.230709549,969.264,3.230709549,300.0158279,866.6800547,NA,,,,,
7931,0CO,8/1/2024 14:55,60.8,21.2,21.53,70,6,0,30.93,NA,NA,14,SCT,8/1/2024,14:55,2024/08/01 14,16.33333333,-6,3.772589333,0,0,28153.79119,0,969.264,300.0156704,3.230711245,969.264,3.230711245,300.0156704,866.86696,NA,,,,,
7932,0CO,8/1/2024 15:55,60.8,21.2,21.53,300,4,0,30.93,NA,NA,NA,SCT,8/1/2024,15:55,2024/08/01 15,16,-5.666666667,2.400738667,0,0,24762.07354,0,969.264,300.0155145,3.230712924,969.264,3.230712924,300.0155145,867.147318,NA,,,,,
7933,0CO,8/1/2024 16:55,59,26.6,28.77,120,7,0,30.93,NA,NA,15,BKN,8/1/2024,16:55,2024/08/01 16,15.66666667,-4,4.115552,0,0,21779.9479,0,969.264,300.0153601,3.230714586,969.264,3.230714586,300.0153601,867.147318,8.745548,,,,,
7934,0CO,8/1/2024 17:55,57.2,26.6,30.69,120,12,0,30.92,NA,NA,21,SCT,8/1/2024,17:55,2024/08/01 17,14.33333333,-3,6.001846667,0,0,13043.45775,0,969.264,300.0152073,3.230716232,969.264,3.230716232,300.0152073,866.9604127,NA,,,,,
7935,0CO,8/1/2024 18:55,55.4,26.6,32.76,NA,NA,0,30.93,NA,NA,NA,CLR,8/1/2024,18:55,2024/08/01 18,13.33333333,-2.666666667,NA,0,0,8887.422716,0,969.264,300.0150559,3.230717862,969.264,3.230717862,300.0150559,867.147318,NA,,,,,
7936,0CO,8/1/2024 19:55,53.6,28.4,37.67,NA,NA,0,30.92,NA,NA,NA,CLR,8/1/2024,19:55,2024/08/01 19,12.66666667,-2.666666667,NA,0,0,6885.913563,0,969.264,300.0149061,3.230719475,969.264,3.230719475,300.0149061,866.86696,NA,,,,,
7937,0CO,8/1/2024 20:55,53.6,26.6,34.98,NA,NA,0,30.91,NA,NA,NA,CLR,8/1/2024,20:55,2024/08/01 20,12,-2.333333333,NA,0,0,5338.629441,0,969.264,300.0147578,3.230721072,969.264,3.230721072,300.0147578,866.6800547,NA,,,,,
7938,0CO,8/1/2024 21:55,53.6,26.6,34.98,120,13,0,30.93,NA,NA,23,CLR,8/1/2024,21:55,2024/08/01 21,12,-3,7.373697333,0,0,5338.629441,0,969.264,300.014611,3.230722653,969.264,3.230722653,300.014611,867.147318,NA,,,,,
7939,0CO,8/1/2024 22:55,51.8,26.6,37.38,110,10,0,30.92,NA,NA,21,CLR,8/1/2024,22:55,2024/08/01 22,11.33333333,-3,4.972958667,0,0,4142.487943,0,969.264,300.0144656,3.230724219,969.264,3.230724219,300.0144656,867.0538654,10.803324,,,,,
7940,0CO,8/1/2024 23:55,50,28.4,43.03,140,14,0,30.93,NA,NA,18,CLR,8/1/2024,23:55,2024/08/01 23,10.66666667,-2.333333333,6.516290667,0,0,3217.800317,0,969.264,300.0143217,3.230725769,969.264,3.230725769,300.0143217,866.9604127,NA,,,,,
7941,0CO,8/2/2024 0:55,51.8,30.2,43.32,150,12,0,30.93,NA,NA,NA,CLR,8/2/2024,0:55,2024/08/02 00,10.33333333,-1.666666667,5.830365333,0,0,2837.41316,0,969.264,300.0141792,3.230727303,969.264,3.230727303,300.0141792,867.147318,NA,,,,,
7942,0CO,8/2/2024 1:55,50,28.4,43.03,170,14,0,30.93,NA,NA,NA,CLR,8/2/2024,1:55,2024/08/02 01,10,-2,7.030734667,0,0,2502.962475,0,969.264,300.0140381,3.230728823,969.264,3.230728823,300.0140381,867.147318,NA,,,,,
7943,0CO,8/2/2024 2:55,50,30.2,46.31,170,7,0,30.93,NA,NA,NA,CLR,8/2/2024,2:55,2024/08/02 02,10,-1.333333333,5.830365333,0,0,2502.962475,0,969.264,300.0138984,3.230730327,969.264,3.230730327,300.0138984,867.147318,NA,,,,,
7944,0CO,8/2/2024 3:55,46.4,33.8,61.28,250,12,0,30.93,NA,NA,NA,CLR,8/2/2024,3:55,2024/08/02 03,8.333333333,0.666666667,6.173328,0,0,1347.412553,0,969.264,300.0137601,3.230731816,969.264,3.230731816,300.0137601,867.147318,NA,,,,,
7945,0CO,8/2/2024 4:55,48.2,33.8,57.26,250,8,0,30.93,NA,NA,14,CLR,8/2/2024,4:55,2024/08/02 04,9,1,4.458514667,0,0,1723.023946,0,969.264,300.0136232,3.23073329,969.264,3.23073329,300.0136232,867.147318,NA,,,,,
7946,0CO,8/2/2024 5:55,50,32,49.81,260,12,0,30.93,NA,NA,NA,CLR,8/2/2024,5:55,2024/08/02 05,9.666666667,0,5.14444,0,0,2208.900863,0,969.264,300.0134876,3.23073475,969.264,3.23073475,300.0134876,867.147318,NA,,,,,
7947,0CO,8/2/2024 6:55,50,32,49.81,260,12,0,30.95,NA,NA,NA,CLR,8/2/2024,6:55,2024/08/02 06,10,0,5.14444,0,0,2502.962475,0,969.264,300.0133534,3.230736195,969.264,3.230736195,300.0133534,867.5211287,NA,,,,,
7948,0CO,8/2/2024 7:55,51.8,32,46.59,260,11,0,30.96,NA,NA,NA,CLR,8/2/2024,7:55,2024/08/02 07,11,0,3.944070667,0,0,3650.433275,0,969.264,300.0132206,3.230737626,969.264,3.230737626,300.0132206,867.9883921,NA,,,,,
7949,0CO,8/2/2024 8:55,55.4,28.4,35.28,0,0,0,30.96,NA,NA,NA,CLR,8/2/2024,8:55,2024/08/02 08,12.33333333,-1,1.714813333,0,0,6062.556189,0,969.264,300.013089,3.230739043,969.264,3.230739043,300.013089,867.9883921,NA,,,,,
7950,0CO,8/2/2024 9:55,59,26.6,28.77,30,6,0,30.96,NA,NA,NA,CLR,8/2/2024,9:55,2024/08/02 09,14.33333333,-2,2.229257333,0,0,13043.45775,0,969.264,300.0129588,3.230740445,969.264,3.230740445,300.0129588,867.9883921,NA,,,,,
7951,0CO,8/2/2024 10:55,60.8,28.4,29.06,330,17,0,30.96,NA,NA,20,CLR,8/2/2024,10:55,2024/08/02 10,15.66666667,-3,4.629996,0,0,21779.9479,0,969.264,300.0128298,3.230741834,969.264,3.230741834,300.0128298,867.9883921,NA,,,,,
7952,0CO,8/2/2024 11:55,60.8,28.4,29.06,30,7,0,30.96,NA,NA,NA,CLR,8/2/2024,11:55,2024/08/02 11,16,-2,3.601108,0,0,24762.07354,0,969.264,300.0127022,3.230743208,969.264,3.230743208,300.0127022,867.9883921,NA,,,,,
7953,0CO,8/2/2024 12:55,60.8,28.4,29.06,30,5,0,30.95,NA,NA,NA,CLR,8/2/2024,12:55,2024/08/02 12,16,-2,3.429626667,0,0,24762.07354,0,969.264,300.0125758,3.23074457,969.264,3.23074457,300.0125758,867.8014867,NA,,,,,
7954,0CO,8/2/2024 13:55,62.6,24.8,23.5,10,8,0,30.94,NA,NA,19,CLR,8/2/2024,13:55,2024/08/02 13,17,-3,3.772589333,0,0,36398.75765,0,969.264,300.0124507,3.230745917,969.264,3.230745917,300.0124507,867.5211287,11.317768,,,,,
7955,0CO,8/2/2024 14:55,60.8,23,23.23,300,21,0,30.91,NA,NA,28,SCT,8/2/2024,14:55,2024/08/02 14,16.66666667,-4,8.059622667,0,0,32011.35793,0,969.264,300.0123268,3.230747251,969.264,3.230747251,300.0123268,866.9604127,15.43332,,,,,
7956,0CO,8/2/2024 15:55,62.6,24.8,23.5,10,9,0,30.9,NA,NA,26,SCT,8/2/2024,15:55,2024/08/02 15,17,-4,NA,0,0,36398.75765,0,969.264,300.0122041,3.230748572,969.264,3.230748572,300.0122041,866.4931494,NA,,,,,
7957,0CO,8/2/2024 16:55,60.8,26.6,26.98,80,7,0,30.89,NA,NA,NA,BKN,8/2/2024,16:55,2024/08/02 16,17.33333333,-3.333333333,3.601108,0,0,41388.76241,0,969.264,300.0120827,3.23074988,969.264,3.23074988,300.0120827,866.2127914,NA,,,,,
7958,0CO,8/2/2024 17:55,60.8,26.6,26.98,20,5,0,30.89,NA,NA,17,SCT,8/2/2024,17:55,2024/08/02 17,16.33333333,-3,3.086664,0,0,28153.79119,0,969.264,300.0119625,3.230751174,969.264,3.230751174,300.0119625,866.2127914,NA,,,,,
7959,0CO,8/2/2024 18:55,59,30.2,33.35,360,3,0,30.89,NA,NA,NA,SCT,8/2/2024,18:55,2024/08/02 18,15.33333333,-1.666666667,1.886294667,0,0,19157.95095,0,969.264,300.0118434,3.230752456,969.264,3.230752456,300.0118434,865.9324333,NA,,,,,
7960,0CO,8/2/2024 19:55,53.6,32,43.61,100,11,0,30.89,NA,NA,24,SCT,8/2/2024,19:55,2024/08/02 19,13.66666667,-0.666666667,4.458514667,0,0,10098.77272,0,969.264,300.0117256,3.230753725,969.264,3.230753725,300.0117256,866.1193387,NA,,,,,
7961,0CO,8/2/2024 20:55,53.6,30.2,40.54,350,13,0,30.9,NA,NA,30,SCT,8/2/2024,20:55,2024/08/02 20,11.66666667,-0.333333333,5.315921333,0,0,4702.125835,0,969.264,300.0116089,3.230754981,969.264,3.230754981,300.0116089,866.2127914,15.43332,,,,,
7962,0CO,8/2/2024 21:55,48.2,32,53.27,160,15,0,30.9,NA,NA,19,,8/2/2024,21:55,2024/08/02 21,10.33333333,-0.666666667,4.801477333,0,0,2837.41316,0,969.264,300.0114934,3.230756225,969.264,3.230756225,300.0114934,866.306244,12.346656,,,,,
7963,0CO,8/2/2024 22:55,44.6,32,61.03,150,17,0,30.9,NA,NA,23,SCT,8/2/2024,22:55,2024/08/02 22,7.333333333,0,9.088510667,0,0,937.5940179,0,969.264,300.011379,3.230757457,969.264,3.230757457,300.011379,866.306244,NA,,,,,
7964,0CO,8/2/2024 23:55,44.6,32,61.03,170,6,0,30.9,NA,NA,NA,BKN,8/2/2024,23:55,2024/08/02 23,7,0,7.545178667,0,0,832.5700825,0,969.264,300.0112658,3.230758676,969.264,3.230758676,300.0112658,866.306244,NA,,,,,
7965,0CO,8/3/2024 0:55,48.2,30.2,49.53,0,0,0,30.9,NA,NA,NA,BKN,8/3/2024,0:55,2024/08/03 00,8.333333333,-1,2.229257333,0,0,1347.412553,0,969.264,300.0111537,3.230759883,969.264,3.230759883,300.0111537,866.306244,NA,,,,,
7966,0CO,8/3/2024 1:55,51.8,30.2,43.32,260,4,0,30.89,NA,NA,NA,OVC,8/3/2024,1:55,2024/08/03 01,10.66666667,-1.666666667,2.915182667,0,0,3217.800317,0,969.264,300.0110427,3.230761078,969.264,3.230761078,300.0110427,866.2127914,NA,,,,,
7967,0CO,8/3/2024 2:55,50,32,49.81,0,0,0,30.89,NA,NA,NA,SCT,8/3/2024,2:55,2024/08/03 02,10,-0.333333333,0.857406667,0,0,2502.962475,0,969.264,300.0109329,3.230762262,969.264,3.230762262,300.0109329,866.025886,NA,,,,,
7968,0CO,8/3/2024 3:55,48.2,32,53.27,150,5,0,30.88,NA,NA,NA,CLR,8/3/2024,3:55,2024/08/03 03,9,-0.333333333,3.086664,0,0,1723.023946,0,969.264,300.0108241,3.230763433,969.264,3.230763433,300.0108241,865.8389807,NA,,,,,
7969,0CO,8/3/2024 4:55,51.8,26.6,37.38,110,7,0,30.88,NA,NA,15,CLR,8/3/2024,4:55,2024/08/03 04,10.33333333,-2,4.115552,0,0,2837.41316,0,969.264,300.0107164,3.230764593,969.264,3.230764593,300.0107164,865.745528,NA,,,,,
7970,0CO,8/3/2024 5:55,50,26.6,39.95,100,9,0,30.87,NA,NA,NA,CLR,8/3/2024,5:55,2024/08/03 05,10.5,-3,4.372774,0,0,3021.489365,0,969.264,300.0106097,3.230765741,969.264,3.230765741,300.0106097,865.46517,NA,,,,,
7971,0CO,8/3/2024 6:55,50,30.2,46.31,100,10,0,30.88,NA,NA,NA,CLR,8/3/2024,6:55,2024/08/03 06,10,-2,4.287033333,0,0,2502.962475,0,969.264,300.0105042,3.230766878,969.264,3.230766878,300.0105042,865.6520753,NA,,,,,
7972,0CO,8/3/2024 7:55,51.8,30.2,43.32,160,6,0,30.88,NA,NA,NA,CLR,8/3/2024,7:55,2024/08/03 07,11,-0.333333333,2.57222,0,0,3650.433275,0,969.264,300.0103997,3.230768004,969.264,3.230768004,300.0103997,865.745528,NA,,,,,
7973,0CO,8/3/2024 8:55,53.6,24.8,32.46,150,7,0,30.88,NA,NA,NA,CLR,8/3/2024,8:55,2024/08/03 08,11.66666667,-3,2.743701333,0,0,4702.125835,0,969.264,300.0102962,3.230769118,969.264,3.230769118,300.0102962,865.745528,NA,,,,,
7974,0CO,8/3/2024 9:55,55.4,24.8,30.4,310,3,0,30.88,NA,NA,NA,CLR,8/3/2024,9:55,2024/08/03 09,13,-3.333333333,2.400738667,0,0,7822.358261,0,969.264,300.0101937,3.230770221,969.264,3.230770221,300.0101937,865.745528,NA,,,,,
7975,0CO,8/3/2024 10:55,57.2,19.4,22.68,120,6,0,30.88,NA,NA,NA,CLR,8/3/2024,10:55,2024/08/03 10,14,-5.333333333,2.915182667,0,0,11476.50046,0,969.264,300.0100923,3.230771314,969.264,3.230771314,300.0100923,865.8389807,NA,,,,,
7976,0CO,8/3/2024 11:55,59,30.2,33.35,160,10,0,30.88,NA,NA,18,SCT,8/3/2024,11:55,2024/08/03 11,15,-3.666666667,3.429626667,0,0,16852.5927,0,969.264,300.0099919,3.230772395,969.264,3.230772395,300.0099919,865.745528,NA,,,,,
7977,0CO,8/3/2024 12:55,55.4,30.2,37.97,NA,NA,0,30.88,NA,NA,NA,OVC,8/3/2024,12:55,2024/08/03 12,14.33333333,-1,NA,0,0,13043.45775,0,969.264,300.0098925,3.230773466,969.264,3.230773466,300.0098925,865.745528,NA,,,,,
7978,0CO,8/3/2024 13:55,59,30.2,33.35,140,12,0,30.87,NA,NA,21,SCT,8/3/2024,13:55,2024/08/03 13,14.33333333,-1,6.001846667,0,0,13043.45775,0,969.264,300.009794,3.230774526,969.264,3.230774526,300.009794,865.46517,NA,,,,,
7979,0CO,8/3/2024 14:55,59,30.2,33.35,110,10,0,30.86,NA,NA,NA,CLR,8/3/2024,14:55,2024/08/03 14,14.66666667,-1,5.315921333,0,0,14825.63507,0,969.264,300.0096966,3.230775575,969.264,3.230775575,300.0096966,865.2782647,NA,,,,,
7980,0CO,8/3/2024 15:55,57.2,30.2,35.57,120,8,0,30.84,NA,NA,NA,CLR,8/3/2024,15:55,2024/08/03 15,14,-1,NA,0,0,11476.50046,0,969.264,300.0096001,3.230776614,969.264,3.230776614,300.0096001,864.8110013,NA,,,,,
